#'chr'	'start'	'end'	'2cell_K27me3_maternal_mm10.bw'	'2cell_K27me3_paternal_mm10.bw'	'8cell_K27me3_maternal_mm10.bw'	'8cell_K27me3_paternal_mm10.bw'	'E6.5_epiblast_K27me3_maternal_mm10.bw'	'E6.5_epiblast_K27me3_paternal_mm10.bw'	'ICM_K27me3_maternal_mm10.bw'	'ICM_K27me3_paternal_mm10.bw'	'MII_oocyte_K27me3_mm10.bw'	'morula_H3K27me3_mei_maternal.bw'	'morula_H3K27me3_mei_paternal.bw'	'PN5_zygote_K27me3_maternal_mm10.bw'	'PN5_zygote_K27me3_paternal_mm10.bw'	'sperm_K27me3_mm10.bw'	'sperm_K27me3_sperm_chen_mm10.bw'
chr7	19427300	19429301	nan	0.550000011920929	nan	nan	0.42545452984896576	0.6342856884002686	nan	nan	0.699999988079071	0.15834760719510926	0.0	nan	nan	0.7163787202009148	2.356837477641127
chr7	19506600	19508601	0.8199999928474426	nan	nan	2.559999942779541	0.25999999046325684	0.25999999046325684	nan	0.6700000166893005	0.699999988079071	0.722416668519683	0.6593908870416781	0.2800000011920929	0.2800000011920929	1.0577630878583997	6.529680531362127
chr7	19561397	19563398	nan	nan	nan	nan	0.25999999046325684	0.4368707322749962	nan	nan	0.8166666527589163	0.36947750139689217	0.3390697256914679	0.2800000011920929	nan	0.7392153684205325	0.9189891523268746
chr7	20509533	20511534	nan	nan	nan	nan	nan	nan	nan	nan	0.699999988079071	0.0	0.0	nan	nan	nan	0.0
chr7	20598020	20600021	nan	nan	nan	nan	nan	nan	nan	nan	0.699999988079071	0.0	0.0	nan	nan	nan	0.0
chr7	20702215	20704216	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.0	nan	nan	nan	0.0
chr7	20729623	20731624	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.0	nan	nan	nan	0.0
chr7	20911346	20913347	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.0	nan	nan	nan	0.0
chr7	22533886	22535887	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.0	nan	nan	nan	0.0
chr7	23576184	23578185	0.550000011920929	0.14000000059604645	nan	nan	nan	nan	nan	0.6700000166893005	0.8749999701976776	0.0	0.0	0.8299999833106995	0.2800000011920929	0.4000000059604645	0.7563175221552317
chr7	24002110	24004111	0.32508870903628656	0.3354777578430225	1.3484870547298136	0.6399999856948853	0.5199999809265137	0.25999999046325684	0.6680000126361847	0.7982210441419699	1.1731182638035025	1.3343417247136433	2.3256193680026898	0.38165605258030494	0.48750000447034836	0.58212054008618	4.897896038479116
chr7	24080896	24082897	nan	nan	nan	1.2799999713897705	0.583675208254757	0.5199999809265137	0.6700000166893005	0.6700000166893005	0.8166666428248087	1.5162652968943326	0.6382488954192338	0.2800000011920929	0.2800000011920929	0.5413172385368075	1.1353213129670308
chr7	24434531	24436532	nan	nan	nan	nan	0.3887128570292256	0.6966666380564371	nan	nan	0.918888881250664	0.06404281002113307	0.11967166789110632	nan	nan	2.304248578280638	20.16875596811389
chr7	24444681	24446682	nan	nan	nan	nan	0.6533208375566462	0.5225457363636442	nan	1.0050000250339508	0.629999989271164	0.7565502701015367	0.5317411109961491	0.47400000095367434	0.3201721677906715	1.8148766869654036	4.99972351684027
chr7	24896510	24898511	nan	0.27000001072883606	nan	1.2799999713897705	0.25999999046325684	0.5224999785423279	0.6700000166893005	nan	0.9499999858358855	0.5633658393212165	0.1396169458729574	0.2800000011920929	nan	1.0662329378186328	3.662857515969198
chr7	24986666	24988667	nan	nan	nan	nan	0.5220575921329451	0.38999998569488525	nan	nan	0.5979591734902852	0.07037671430893745	0.026726672495680413	nan	nan	1.3005816067328633	5.974484806564794
chr7	25223317	25225318	nan	nan	1.2799999713897705	nan	0.5199999809265137	1.0499999523162842	0.6700000166893005	0.44333334763844806	0.6453586387986372	0.4338724437145994	0.0	0.5600000023841858	nan	0.6844433452803249	0.8150483126463979
chr7	25618413	25620414	0.14000000059604645	nan	nan	nan	0.3714285578046526	0.4018826592017326	0.6700000166893005	nan	0.6999999814563327	1.294227662889556	1.325962062361001	0.2800000011920929	0.2800000011920929	0.6179538656440876	5.590410355506451
chr7	25657760	25659761	0.27000001072883606	nan	nan	nan	nan	0.5199999809265137	0.3980000138282776	nan	nan	0.46519059994291034	0.07978111192740422	nan	0.2800000011920929	1.095386838844649	3.794263281624416
chr7	25815557	25817558	0.38078459629658795	nan	1.2799999713897705	1.2799999713897705	0.25999999046325684	0.5531446303961411	0.6700000166893005	nan	1.6494752474274414	0.5278260334916618	0.6581941585073705	0.617954933302448	nan	2.668215648423973	15.967597969408812
chr7	26434112	26436113	nan	0.27666667103767395	nan	nan	0.3466666539510091	nan	nan	0.33000001311302185	0.699999988079071	0.21113042888612762	0.15956222385480845	nan	nan	0.8687752084445584	2.9703414814285134
chr7	26807926	26809927	0.3633333444595337	0.2511111131867055	1.2799999713897705	nan	0.38999998569488525	0.4504761739528223	0.6700000166893005	0.33000001311302185	0.5717948620572632	1.3104144144749297	0.6797350706427411	0.3609248570279579	0.2800000011920929	0.7287379625750465	3.182448897464224
chr7	27213579	27215580	nan	nan	nan	nan	0.5199999809265137	1.5700000524520874	nan	nan	nan	0.0	0.0	nan	nan	0.6538047645059187	1.039830942442273
chr7	27468459	27470460	0.3480745399405497	nan	nan	nan	0.25999999046325684	nan	nan	nan	1.2653554375702736	0.0496155835878009	0.016355127945117863	0.555495488751042	nan	0.5620000034570694	0.38703175224940933
chr7	27673660	27675661	nan	nan	nan	nan	0.5199999809265137	0.49529409947977887	nan	1.340000033378601	0.6294411070451527	0.7994791960966462	0.1396169458729574	0.2800000011920929	0.5600000023841858	0.7988665561026586	2.098675466906363
chr7	27806195	27808196	nan	0.2733333359162013	nan	nan	0.25999999046325684	nan	nan	nan	0.699999988079071	0.1601070250528327	0.07978111192740422	0.2800000011920929	nan	0.4000000059604645	2.499229963096245
chr7	28168747	28170748	0.16600000262260436	0.27943028876002224	nan	1.9199999570846558	nan	0.3466666539510091	0.6205139361816504	0.44333334763844806	0.699999988079071	1.2731148509130903	1.1767713651842977	0.2800000011920929	nan	0.8921469889516789	2.533452415901205
chr7	28305014	28307015	nan	nan	0.6399999856948853	nan	nan	0.7849999964237213	nan	nan	nan	0.1583477501747669	0.045874139358257425	nan	nan	1.132517272211805	5.169154432611069
chr7	28311045	28313046	nan	nan	nan	nan	0.25999999046325684	nan	nan	nan	0.6999999731779099	0.36947772927072153	0.0	nan	nan	0.667178486471414	1.8295278357363296
chr7	28539884	28541885	0.547151000114248	0.27000001072883606	1.2799999713897705	nan	0.44571426936558317	0.4341582885155311	1.3142308019674742	1.0101015480036664	1.4717712039594344	1.6837627960109283	0.5648502635097933	0.45663043759439303	0.2800000011920929	1.3167778490811042	6.429544146390988
chr7	28740967	28742968	nan	nan	nan	1.2799999713897705	nan	nan	0.6700000166893005	nan	0.3499999940395355	0.31669552864759104	0.7978111043803279	0.2800000011920929	nan	0.6302307731830157	2.4438773673334935
chr7	28780513	28782514	0.18333333730697632	nan	nan	nan	nan	0.38999998569488525	nan	nan	0.7874999865889549	0.3166955480094197	0.12525634572602462	0.2800000011920929	nan	0.6033869427652215	1.8341755913770657
chr7	29070604	29072605	0.14000000059604645	nan	nan	nan	0.5199999809265137	0.5199999809265137	nan	nan	2.2954918466575016	0.2449112040945317	0.0	nan	nan	2.7900956515865762	14.079337745681517
chr7	29082693	29084694	0.38498764075430975	0.18333333730697632	1.488809102122196	0.6399999856948853	0.682361610994421	0.4614726336774786	0.5374464090572231	0.6700000166893005	1.9140136732295085	1.3547519723633896	0.2592886137640637	0.3761796637089796	0.2800000011920929	1.2081262827760186	5.005638856193174
chr7	29155209	29157210	0.14000000059604645	0.27000001072883606	nan	nan	0.4159999847412109	0.5199999809265137	nan	0.6700000166893005	0.3499999940395355	1.1823291489030647	0.39890555963702107	nan	nan	1.0383525180302078	4.133126811257962
chr7	29231521	29233522	0.18333333730697632	0.27000001072883606	1.2799999713897705	1.6417391196541165	1.5012792633401808	1.2320930153824563	0.6650000065565109	nan	2.260049970910524	1.2671327545367617	0.4587413906038314	0.48749999701976776	nan	1.98803902545585	20.685074113864175
chr7	29264189	29266190	0.27000001072883606	nan	nan	nan	0.25999999046325684	0.5199999809265137	nan	nan	0.699999988079071	0.0	0.11967166789110632	nan	0.2800000011920929	0.886000007390976	0.4123831768741255
chr7	29517559	29519560	0.18659498630672372	nan	3.8399999141693115	nan	0.4094252723386918	nan	0.6700000166893005	nan	0.9486630836272623	1.0141297746216995	0.04387961156007232	0.2800000011920929	nan	0.8748952278747143	21.57237062643076
chr7	29982954	29984955	nan	0.27000001072883606	1.2799999713897705	0.6399999856948853	nan	0.25999999046325684	0.6700000166893005	0.33000001311302185	0.5249999910593033	0.6509848396996151	0.8377016573652871	0.5600000023841858	0.2800000011920929	0.5168911224193764	0.62364505395956
chr7	30089509	30091510	nan	nan	nan	nan	nan	nan	nan	0.33000001311302185	0.8733333349227905	0.22872446448370434	0.0	nan	nan	0.702086055333176	0.5099861631686541
chr7	30103676	30105677	nan	nan	nan	nan	nan	nan	nan	nan	0.5599999845027923	0.0	0.0	nan	nan	0.7655734412327139	3.519200325012207
chr7	30191911	30193912	nan	nan	nan	nan	nan	0.25999999046325684	nan	0.6700000166893005	0.699999988079071	0.039410960013004974	0.9470017896420595	0.48750000447034836	0.2800000011920929	0.5853881393665592	2.455708036983925
chr7	30197629	30199630	nan	nan	nan	nan	nan	0.4154618303459811	0.33000001311302185	nan	0.6251843981170051	0.5035454671362649	0.38733729542880463	nan	nan	0.901671618258522	6.238138295363808
chr7	30235764	30237765	0.14000000059604645	nan	nan	1.2799999713897705	nan	0.3639999866485596	nan	nan	0.4666666587193807	0.5756816198562515	0.4587413816676028	0.42000000178813934	0.2800000011920929	0.9168040386704734	3.021467349518543
chr7	30457312	30459313	0.5045568112949009	nan	2.815999960899353	1.2799999713897705	1.2704869930620317	0.5758860533750509	0.7614285818168095	0.6700000166893005	1.510729613868908	3.930889617318454	0.29439230301212155	0.8346296223225417	nan	2.890636112821156	11.157160948807451
chr7	30552301	30554302	0.550000011920929	nan	1.2799999713897705	nan	0.5199999809265137	0.5199999809265137	nan	0.33000001311302185	nan	0.7199540585651808	0.21700461562546058	0.49000000208616257	nan	0.8680077627416729	1.120955499603056
chr7	30574623	30576624	nan	nan	nan	nan	0.5199999809265137	0.6966666380564371	nan	nan	nan	0.1583477501747669	0.17950750183665948	0.3733333349227905	nan	0.6829458981274603	1.0136344657130147
chr7	30611733	30613734	nan	nan	nan	nan	0.44571426936558317	0.4299346247529672	nan	nan	0.8749999850988388	0.6981366782829441	0.2592886137640637	0.2800000011920929	0.2800000011920929	0.6156906816303519	0.986170426093001
chr7	30663993	30665994	nan	nan	0.6399999856948853	nan	nan	0.25999999046325684	nan	nan	0.8749999850988388	0.49510052176131897	0.17950750183665948	0.2800000011920929	nan	0.8567490906296908	6.993192913382129
chr7	30670604	30672605	0.27000001072883606	nan	nan	nan	0.6377245494705475	0.37818180431019177	0.6700000166893005	0.6700000166893005	0.8166666477918625	0.1407534286178749	0.09972638990925527	nan	0.2800000011920929	0.858352102048345	4.986202769402204
chr7	30697925	30699926	0.2742857166699001	0.27000001072883606	nan	nan	0.25999999046325684	0.25999999046325684	0.6700000166893005	nan	1.193356826086734	1.1436204294274295	0.3390697256914679	0.5600000023841858	0.2800000011920929	0.699200765601939	14.719040743533759
chr7	30728533	30730534	nan	nan	nan	nan	nan	nan	nan	nan	0.4666666587193807	0.05911652008811573	0.1930702908643182	0.2800000011920929	0.2800000011920929	0.6031790825442769	1.1513772136208298
chr7	30878339	30880340	0.19200000464916228	0.27000001072883606	nan	nan	0.3714285578046526	0.5211110909779867	nan	0.6700000166893005	0.699999988079071	0.053134419303247776	0.0	0.46333332856496173	0.2800000011920929	0.8778453179280072	2.5182415551688897
chr7	30955266	30957267	nan	nan	nan	nan	nan	nan	0.6700000166893005	nan	0.699999988079071	0.0	0.09334390095506294	nan	nan	0.7705436548586097	1.1484195511380415
chr7	30956408	30958409	nan	nan	nan	nan	0.25999999046325684	0.5199999809265137	0.6700000166893005	nan	0.699999988079071	0.8093315130588354	0.1396169458729574	nan	nan	0.5924799278617863	1.2396846872338767
chr7	33519454	33521455	0.5074188198078483	0.25869436880424396	1.2799999713897705	nan	0.3336828841401099	0.5199999809265137	0.7396173235183945	1.1807494322645022	0.9093333144982656	0.5823669772872563	0.38294933725154023	0.9311850118521767	0.2800000011920929	0.618391963854507	4.005523759832625
chr7	33943984	33945985	0.6321830607868382	0.27000001072883606	1.105454520745711	1.2799999713897705	0.547084446932163	0.5214285509926933	0.8813405956911005	nan	2.0055672069718278	1.3916991029245624	0.0	0.941196305985831	0.8299999833106995	0.6961334602978809	2.045859364614911
chr7	34012941	34014942	0.41652977870475094	nan	2.559999942779541	nan	0.25999999046325684	1.0499999523162842	0.9360000133514405	0.6700000166893005	1.7519929416736106	1.5102841341751685	0.259288607806578	0.7025598301847817	0.2800000011920929	0.5964990409246035	5.725619832853387
chr7	34167528	34169529	0.18333333730697632	nan	1.2799999713897705	nan	0.5199999809265137	nan	nan	0.33000001311302185	0.49112902389418694	0.588349928860662	0.5672436968676153	nan	0.2800000011920929	0.6264627447250289	1.337710188335922
chr7	34195646	34197647	0.27000001072883606	nan	1.2799999713897705	1.2799999713897705	0.25999999046325684	nan	0.6700000166893005	nan	0.699999988079071	0.6685779518869029	0.5385224816800356	0.42000000178813934	0.2800000011920929	1.0688294409509487	0.8032176420725565
chr7	34911406	34913407	0.25666667222976686	0.14000000059604645	1.2799999713897705	nan	0.5199999809265137	0.25999999046325684	0.6700000166893005	nan	0.7230508357791577	0.5060091480381902	0.8205487153221523	0.2800000011920929	0.2800000011920929	0.7657645960868724	3.0058339582509483
chr7	35049835	35051836	0.27000001072883606	nan	nan	3.8399999141693115	0.5199999809265137	0.25999999046325684	0.6700000166893005	1.0050000250339508	0.8609889980419215	0.37018180417752394	0.0	nan	nan	0.5091894786922555	0.6358982388047443
chr7	35185384	35187385	0.5751831349601492	0.27000001072883606	2.0823880131564927	nan	0.7629347517006639	1.044981151482691	0.8675827658403601	0.8375000208616257	2.8966966597572794	4.076216597190086	0.2792338917459148	0.8104471805560745	0.2800000011920929	3.3670065808573013	30.262429490916315
chr7	35396092	35398093	0.14000000059604645	nan	nan	nan	0.25999999046325684	0.25999999046325684	nan	nan	0.5249999910593033	1.099284244501132	0.2792338917459148	0.2800000011920929	nan	0.7740033592910224	1.5493945774884297
chr7	35584581	35586582	nan	0.27000001072883606	nan	nan	0.4471428394317627	0.9149999916553497	0.3316915554193715	2.0	1.6163597980152613	1.4033120246245705	1.5166389317824684	0.42000000178813934	nan	1.2314125669142857	23.560777244300976
chr7	36697117	36699118	0.31833333770434064	nan	nan	nan	0.6186964374236776	0.44588098973376805	0.6700000166893005	0.6700000166893005	1.919153071763577	0.7213610863459223	0.09972638990925527	0.4480000019073486	0.2800000011920929	1.9494447467424603	29.364976203304597
chr7	38182216	38184217	nan	nan	nan	nan	nan	nan	nan	nan	2.2623388299579803	0.26391299291588793	0.19945277981851053	nan	nan	2.1040042769826606	20.26508806968319
chr7	39412159	39414160	nan	nan	nan	nan	nan	nan	nan	nan	0.6979999959468841	0.0	0.0	nan	nan	0.5025000050663948	4.954513342960783
chr7	39448220	39450221	0.4099999964237213	0.550000011920929	nan	nan	nan	nan	nan	nan	0.7754901764439601	0.0	0.0	nan	nan	0.6028112550097776	2.347119428526456
chr7	43689417	43691418	0.712769960083872	nan	nan	nan	1.0466666618982952	0.4159999847412109	2.0	0.33000001311302185	0.5599999904632569	0.24631876370002484	0.0	0.3733333349227905	nan	1.2128445758355946	4.9583145905470385
chr7	43796576	43798577	nan	nan	nan	nan	nan	nan	nan	nan	2.4744327979824177	0.0	0.0	nan	nan	2.701837527171221	28.777251414452
chr7	43932770	43934771	0.16600000262260436	0.27000001072883606	1.0666666428248088	nan	0.6524999737739563	0.5862499922513962	nan	0.6700000166893005	nan	1.7171902414681255	0.29917915781279436	0.2800000011920929	0.2800000011920929	1.552129510645386	4.820572482830641
chr7	44215473	44217474	0.4100000038743019	nan	nan	nan	1.0499999523162842	0.3068852346451556	0.6700000166893005	1.0	0.699999988079071	0.12315925004064054	0.1491906793042459	0.2800000011920929	nan	0.7065326764655473	2.3881042346484898
chr7	44245725	44247726	nan	nan	nan	nan	nan	nan	nan	nan	0.5249999910593033	0.0	0.0	nan	nan	0.8430734117096718	1.6900950003003907
chr7	44245786	44247787	nan	nan	nan	nan	1.0499999523162842	nan	nan	nan	0.5249999910593033	0.0	0.0	nan	nan	0.8199565383662348	1.6900950003003907
chr7	44260477	44262478	nan	nan	nan	nan	0.3119999885559082	0.5199999809265137	nan	0.6700000166893005	nan	0.10556507146340617	0.23934333578221265	0.5600000023841858	nan	1.3545075689477941	5.24140547740942
chr7	44537177	44539178	0.20500000566244125	nan	nan	nan	0.5199999809265137	0.5199999809265137	nan	nan	0.699999988079071	0.46730152003351655	0.2792338917459148	0.2800000011920929	nan	1.6690800349969268	7.286423685549498
chr7	44589885	44591886	0.27000001072883606	0.27000001072883606	nan	nan	0.36612243555030044	0.5199999809265137	nan	nan	2.066096607279208	0.5858864117300194	0.2592886137640637	0.2800000011920929	0.2800000011920929	1.6134732078663923	19.03892500277819
chr7	44707782	44709783	0.410635796976999	nan	1.2799999713897705	1.2799999713897705	0.6656175107753293	0.36276678511276544	0.668175200911334	0.6700000166893005	1.4079977111413828	2.183789025778058	0.3322883281988957	0.36000000153269085	nan	1.0648995845338662	3.5061011793671817
chr7	44747616	44749617	0.27000001072883606	nan	nan	1.2799999713897705	0.3466666539510091	0.5199999809265137	2.0	nan	0.699999988079071	0.6217780981523761	0.09972638990925527	0.3733333349227905	nan	0.6974131696239468	1.493198920821381
chr7	44747628	44749629	0.27000001072883606	nan	nan	1.2799999713897705	0.3466666539510091	0.5199999809265137	2.0	nan	0.699999988079071	0.6260007010109123	0.09972638990925527	0.3733333349227905	nan	0.6974131696239468	1.4881286358964378
chr7	44868787	44870788	0.27000001072883606	nan	nan	nan	0.5199999809265137	nan	0.4485596815745036	nan	1.111934137442475	0.7171379666754986	0.28441966402119606	nan	nan	0.8059926892733857	4.7288843046600135
chr7	45091151	45093152	0.27000001072883606	nan	nan	nan	0.4268100201869951	0.3336200594474765	0.5199441491891552	0.6675000190734863	1.6439294933896513	0.4222599671281379	0.1192727623314693	0.6275000050663948	0.2800000011920929	2.6404762007275213	21.82335259481289
chr7	45162920	45164921	nan	nan	1.2799999713897705	nan	0.3466666539510091	0.3698591413632245	0.6700000166893005	nan	1.4221428292138236	0.07037671430893745	0.0	0.2800000011920929	nan	1.83913175973069	18.745691531184672
chr7	45210882	45212883	0.14000000059604645	nan	1.2799999713897705	nan	0.589384191881959	0.5739999890327454	nan	nan	1.6348894887207621	0.9029336468926792	0.13323445691876504	nan	0.2800000011920929	1.5072085371934245	9.931844224845213
chr7	45332779	45334780	0.27250000461935997	nan	nan	nan	nan	nan	nan	nan	1.8638821668464343	0.13793842772255535	0.0	nan	nan	1.4840839208755099	10.975059898956486
chr7	45360818	45362819	0.2681314907065725	nan	3.8399999141693115	nan	0.9149999916553497	0.7590908895839344	0.8941086539793095	0.8958064654687062	1.3352235433993875	1.94028532463333	1.5956222147181414	0.2800000011920929	0.2800000011920929	1.9692881135061182	8.123437900950705
chr7	45414445	45416446	nan	nan	nan	nan	1.0450000166893005	1.0449999570846558	nan	0.6700000166893005	0.5587719114203202	0.1217517157544618	0.05824021170700508	nan	nan	3.3912014040845864	17.837686541317584
chr7	45458885	45460886	0.4100000113248825	0.27000001072883606	nan	nan	0.5199999809265137	0.5199999809265137	1.4059732064304735	1.962293616128624	1.7400000095367432	0.11612159290771255	0.42483441207719885	0.2800000011920929	nan	0.9687333505352338	0.7973023066813799
chr7	45617623	45619624	0.2796629261732399	nan	nan	nan	0.5199999809265137	0.3466666539510091	0.9936715223363056	0.6700000166893005	1.4662225036760874	1.4444818861302229	0.9944715255621015	0.2800000011920929	0.5600000023841858	2.4921721068868217	12.767405108056742
chr7	45626536	45628537	0.3200000077486038	nan	nan	1.706666628519694	0.3466666539510091	0.6966666380564371	0.8325000405311584	0.44333334763844806	2.4764617582609034	0.8093331066862695	0.19945277981851053	0.5549999922513962	0.5600000023841858	1.5709075953279223	8.957502685625037
chr7	45678557	45680558	0.14000000059604645	nan	1.9199999570846558	nan	nan	0.5199999809265137	1.078536612231557	0.6700000166893005	1.4865521383166387	1.125323429160092	0.39890555963702107	0.5020000040531158	0.3233050861222259	0.6829245396431274	1.9609323596430086
chr7	45714206	45716207	0.14000000059604645	nan	1.2799999713897705	nan	0.406892640442498	0.5199999809265137	nan	0.33000001311302185	0.9333333174387614	0.23611393438345907	0.359812814792593	0.5566666722297668	0.2800000011920929	0.8609872199935494	1.0749004093007646
chr7	45896197	45898198	nan	nan	nan	nan	0.6524999737739563	0.39990760657858904	0.6218455097450207	nan	0.699999988079071	1.5152098040530706	0.2792338917459148	nan	0.5575000047683716	0.5447306123337355	0.721248032151908
